-2.765845048417059,1.0030730726930326,0.0,0.0,0.0,-0.0032777353565811335,0.999994628211038
-2.5634061043527123,0.9960846129718559,0.0,0.0,0.0,-0.0032105491501766255,0.9999948461737962
-2.3519075148518733,1.00001294538911,0.0,0.0,0.0,-0.00450895582263458,0.9999898346070272
-2.1483479843946127,0.9983345794038662,0.0,0.0,0.0,-0.008231073019889451,0.9999661241446839
-1.9459585888708526,0.9984332210741574,0.0,0.0,0.0,-0.008012626840100229,0.999967898390304
-1.7285730644132276,1.0008938535095997,0.0,0.0,0.0,-0.009307172557223164,0.9999566873315014
-1.5153445847204312,0.9928643877712415,0.0,0.0,0.0,-0.010474345498781226,0.9999451425385155
-1.292193069594874,0.9939603717868445,0.0,0.0,0.0,-0.007415251267089864,0.9999725066463807
-1.0636028545797234,0.9907287630264028,0.0,0.0,0.0,-0.006297971793694899,0.9999801675789805
-0.9983932791118012,1.074559092469681,0.0,0.0,0.0,0.704683771986508,0.7095215158815602
-0.9931991174638733,1.2795507329967475,0.0,0.0,0.0,0.701837521875065,0.7123370640983576
-1.0039577673015265,1.4883666650696064,0.0,0.0,0.0,0.7285875139463717,0.6849527242966814
-1.0255624526734548,1.694401652417553,0.0,0.0,0.0,0.7488234289560372,0.6627695468611414
-1.048262151787784,1.9212053392815083,0.0,0.0,0.0,0.7384204041808652,0.6743406458826042
-1.066800381311093,2.163250205674275,0.0,0.0,0.0,0.7386628150894075,0.6740751038305686
